setting,seed,role,step,epoch,timestamp,valid__accuracy,valid__attn__gd_residual_inject_ratio,valid__attn__gd_residual_lambda_mean,valid__attn__gd_residual_m_norm_max,valid__attn__gd_residual_m_norm_mean,valid__attn__gd_residual_mu_valid_ratio,valid__attn__gd_residual_write_strength_mean,valid__loss,valid__mqar_case__accuracy_1024x256,valid__attn__gd_residual_uncapped_write_strength_max,valid__attn__gd_residual_uncapped_write_strength_mean,valid__attn__gd_residual_uncapped_write_strength_p95,valid__attn__gd_residual_write_strength_cap_hit_ratio,valid__attn__gd_residual_write_strength_max,valid__attn__gd_residual_write_strength_p95,valid__attn__gd_residual_update_norm_cap_active,valid__attn__gd_residual_update_norm_effective_cap,valid__attn__gd_residual_m_norm_cap_hit_ratio
default,125,baseline_good,2470,7.0,2026-05-28T05:57:04.599670+00:00,0.99673583984375,0.2449273257738068,0.1861930706848701,0.7630712412415989,0.014045568849218803,0.6240028805202908,0.0018204965738169406,0.050700027495622635,0.98606640625,,,,,,,,,
default,125,baseline_good,2823,8.0,2026-05-28T06:25:03.121882+00:00,0.99695361328125,0.2375680242798158,0.17802203357929275,0.5892125818109701,0.013486494149436198,0.6213660164484902,0.0015860609737934457,0.04799143224954605,0.98728515625,,,,,,,,,
hard04,123,static_trust_region_good,352,1.0,2026-05-29T10:01:26.634546+00:00,0.0008251953125,0.025947293832099864,0.03411986080500933,7.60963938822822,0.04231474944020784,0.5884489029172867,0.013810835738060257,8.291878700256348,0.0002578125,0.46671259633841966,0.06993903311353827,0.3519111770604338,0.25,0.03999999910593033,0.03999999910593033,,,
hard04,123,static_trust_region_good,705,2.0,2026-05-29T10:25:32.875310+00:00,0.96669873046875,0.14555717170948074,0.19683652140554928,5.3525329563352795,0.10845058469013089,0.6536553398011222,0.013948424382963114,0.39002525806427,0.83791015625,0.4969423587123553,0.042157397147208925,0.215940643190628,0.23830282120477586,0.03999999910593033,0.03999999910593033,,,
hard04,123,static_trust_region_good,1058,3.0,2026-05-29T10:59:25.548112+00:00,0.98410595703125,0.07865408284678346,0.10471159506530042,4.778981220154535,0.11867147810491067,0.6406019301641555,0.013744620445539198,0.17427708208560944,0.91942578125,0.4999258378077121,0.04223609369780336,0.22516121517216403,0.23741383022732204,0.03999999910593033,0.03999999910593033,,,
hard04,123,static_trust_region_good,1411,4.0,2026-05-29T11:33:49.246037+00:00,0.98585302734375,0.07752364294396506,0.09416570898795885,4.257812957915049,0.11394416415945642,0.6358787899925595,0.013643935923316768,0.13708071410655975,0.92512109375,0.5071816340916686,0.042704705075020825,0.23718295311407436,0.22645562792581225,0.03999999910593033,0.03999999910593033,,,
hard04,123,static_trust_region_good,1764,5.0,2026-05-29T12:08:59.965769+00:00,0.9859638671875,0.07441039086275157,0.08900881265955311,3.9657888483433497,0.11456970803971801,0.6302650088355655,0.013332536192758688,0.12694858014583588,0.92375,0.5211217774758263,0.04210024104557104,0.23759370229192198,0.21597400544181702,0.03999999910593033,0.03999999910593033,,,
hard04,123,static_trust_region_good,2117,6.0,2026-05-29T12:43:15.791384+00:00,0.9878017578125,0.07408932583140475,0.08630862449192339,3.6850547918251584,0.11498138685488984,0.6283755226740761,0.01315359437712542,0.10904143005609512,0.93428125,0.5210613018227002,0.04313188460138109,0.25060424285512123,0.2091832539391896,0.03999999910593033,0.03999999910593033,,,
hard04,123,static_trust_region_good,2470,7.0,2026-05-29T13:17:17.432412+00:00,0.9887783203125,0.07369350817882353,0.08537900413844794,3.5947736700375876,0.11486258379198493,0.6261995709131635,0.012988260209870836,0.1003614068031311,0.9389375,0.5463105239092357,0.04236463635479883,0.24129329506485236,0.20672716413225448,0.03999999910593033,0.03999999910593033,,,
hard04,123,static_trust_region_good,2823,8.0,2026-05-29T13:50:22.323034+00:00,0.9896640625,0.0751380610264956,0.08623146481575474,3.5021307411647977,0.11606262547392694,0.625382317437066,0.012933916194246166,0.09285980463027954,0.9450390625,0.5598370903541171,0.042690317811710496,0.24175484097074895,0.2058017821539016,0.03999999910593033,0.03999999910593033,,,
hard04,124,static_trust_region_bad,352,1.0,2026-05-29T05:53:47.746143+00:00,0.00334326171875,0.00460064331520467,0.004778509222281476,2.398718841019131,0.01707010488173673,0.5773464081779359,0.012384238566035434,8.157387733459473,0.00041015625,0.9141828990171826,0.10619280799218113,0.8569825163909367,0.12602701641264416,0.03999999910593033,0.03999999910593033,,,
hard04,124,static_trust_region_bad,705,2.0,2026-05-29T06:26:44.503242+00:00,0.98008056640625,0.13331861799908062,0.17954104990949707,3.95250642630789,0.08410039680477764,0.6493746742369637,0.010369224860037248,0.28675392270088196,0.90337109375,0.3654890622174929,0.024962475238781836,0.15829398036594428,0.16196247887989831,0.03999999910593033,0.03999999910593033,,,
hard04,124,static_trust_region_bad,1058,3.0,2026-05-29T06:58:39.096038+00:00,0.98932177734375,0.08090773215960889,0.10398365783372096,3.3403751367614385,0.09269733639020059,0.6391149551149399,0.009792832278883055,0.13809634745121002,0.94958984375,0.34057229269473327,0.018875813562541255,0.10925852724661429,0.16627116430373418,0.03999999910593033,0.03999999910593033,,,
hard04,124,static_trust_region_bad,1411,4.0,2026-05-29T07:30:25.424167+00:00,0.9899814453125,0.07231228891760111,0.0828664516143146,2.841089080723505,0.087504038742433,0.6333709898449126,0.009313841476031239,0.1129947304725647,0.9488046875,0.33644022201261825,0.014993114043988051,0.07819320474352155,0.13096465761699375,0.03999999910593033,0.03999999910593033,,,
hard04,124,static_trust_region_bad,1764,5.0,2026-05-29T08:04:27.648691+00:00,0.9905400390625,0.0672437070041067,0.0737956968830928,2.553010681791911,0.085322710751955,0.6326653314015221,0.008267646755224891,0.10001291334629059,0.949625,0.33657521278493935,0.013356883845676387,0.0713075419503545,0.10030010768345424,0.03999999910593033,0.03999999910593033,,,
hard04,124,static_trust_region_bad,2117,6.0,2026-05-29T08:37:54.603741+00:00,0.9919736328125,0.06860441728568976,0.07170773157110763,2.3296917951296248,0.08548856291565157,0.6283095829070561,0.007518343122062524,0.0844787210226059,0.9571796875,0.3346481759042021,0.012478660768090141,0.06929609053842133,0.09479209354945592,0.03999999910593033,0.03999999910593033,,,
hard04,124,static_trust_region_bad,2470,7.0,2026-05-29T09:11:50.240578+00:00,0.99271728515625,0.069734299392809,0.07157218036434007,2.2361127235113627,0.08597914405196669,0.6281068892706008,0.007271876291645366,0.0781363770365715,0.96039453125,0.3315241380875546,0.012163445567860016,0.06818217349549134,0.09405438862149677,0.03999999910593033,0.03999999910593033,,,
hard04,124,static_trust_region_bad,2823,8.0,2026-05-29T09:45:11.480668+00:00,0.993001953125,0.06934627284488035,0.07099703174557477,2.1660055529976647,0.08718309519694202,0.6278992304726253,0.007069474212743993,0.0732002928853035,0.9630546875,0.32717759904289057,0.011879162312233968,0.06747761274140979,0.0934913574703156,0.03999999910593033,0.03999999910593033,,,
hard04,125,static_trust_region_good,352,1.0,2026-05-30T02:42:07.055103+00:00,0.1918701171875,0.3807368980986731,0.05333505268578255,1.0769780420121693,0.026296118336234478,0.615925773741707,0.020163085097299208,7.026242733001709,0.0011171875,0.6809340652728838,0.07918285878582133,0.4661492827747549,0.24336599925207714,0.03999999910593033,0.03999999910593033,0.0,0.0,
hard04,125,static_trust_region_good,705,2.0,2026-05-30T03:19:30.516264+00:00,0.9714306640625,0.28588615360832403,0.08583756169629475,0.9889056603350337,0.036839330602171164,0.5904211316789899,0.012473860049679403,0.3490543067455292,0.8458671875,0.11732343816390586,0.014000386910675655,0.053864294108712955,0.11402311779203869,0.03999999910593033,0.03999999910593033,0.0,0.0,
hard04,125,static_trust_region_good,1058,3.0,2026-05-30T03:51:40.390203+00:00,0.9820146484375,0.19193243318133885,0.08279420595083918,1.2681741376244833,0.04473691976200494,0.5678362770686074,0.013135396479998552,0.20528611540794373,0.8975625,0.1034757054543921,0.014394181601274463,0.05080075669176285,0.10914254566979786,0.03999999910593033,0.03999999910593033,0.0,0.0,
hard04,125,static_trust_region_good,1411,4.0,2026-05-30T04:25:47.141485+00:00,0.9863740234375,0.18712448083337338,0.09281614875154835,1.4602134133142137,0.048924679960316374,0.559159929790194,0.013662365745634788,0.1509224772453308,0.9254375,0.0924621628124326,0.014621949447910227,0.04710232773204408,0.09410437326582652,0.03999999910593033,0.03999999910593033,0.0,0.0,
hard04,125,static_trust_region_good,1764,5.0,2026-05-30T04:59:55.811312+00:00,0.9881279296875,0.16732882995099302,0.08990738938547789,1.5530592151104459,0.052271628678436315,0.5548739963107638,0.013562240460444065,0.12973470985889435,0.9334765625,0.0853532970188156,0.014324972609294549,0.045124551340464565,0.07634249187651135,0.03999999910593033,0.039940439408556336,0.0,0.0,
hard04,125,static_trust_region_good,2117,6.0,2026-05-30T05:31:04.023922+00:00,0.99006494140625,0.15804588404439746,0.09019513939699483,1.5533247353538635,0.05461753697489344,0.553730707319956,0.013530291482022712,0.11002861708402634,0.94379296875,0.0843254646197671,0.014217578815222377,0.043843141867823544,0.06998431493365576,0.03999999910593033,0.0398658719726853,0.0,0.0,
hard04,125,static_trust_region_good,2470,7.0,2026-05-30T06:01:21.521139+00:00,0.99148095703125,0.1558164535829472,0.09122480768414717,1.5922230453718276,0.055555853116813866,0.5532306792244078,0.013530754613586597,0.0963783785700798,0.95231640625,0.08126885769149614,0.01419896943797727,0.04404848678747103,0.07041160644046844,0.03999999910593033,0.03983614646223566,0.0,0.0,
hard04,125,static_trust_region_good,2823,8.0,2026-05-30T06:30:40.083494+00:00,0.99122412109375,0.15509020170522114,0.09190076514191571,1.579249898592631,0.056822059424741875,0.5522192092168898,0.013639681643643787,0.09611506760120392,0.95260546875,0.08253983105163253,0.014340190978218165,0.0442281579377041,0.07207037910582527,0.03999999910593033,0.039884589220737184,0.0,0.0,
caprel0406late,123,late_release_good,352,1.0,2026-05-30T16:04:44.677522+00:00,0.00088427734375,0.06693673654208107,0.10115418562458621,10.494105257685222,0.052180718297937086,0.588470943390377,0.018977288182617888,8.290388107299805,0.00028515625,0.48244320240522187,0.07346300848774494,0.38075410001098164,0.25,0.05999999865889549,0.05999999865889549,0.0,0.0,
caprel0406late,123,late_release_good,705,2.0,2026-05-30T16:32:57.610996+00:00,0.96911181640625,0.15367317099183325,0.3943482135378179,15.735759578053914,0.15632076429883165,0.6533260042705233,0.018337666918154038,0.3598818778991699,0.85970703125,0.4896754449203847,0.04075274392518969,0.2075659189787176,0.19584071446978857,0.05999999865889549,0.05999999865889549,0.0,0.0,
caprel0406late,123,late_release_good,1058,3.0,2026-05-30T17:07:30.925204+00:00,0.98106640625,0.10777480342972373,0.27184096646923867,15.626855460424272,0.17723239884371794,0.6384261600554936,0.018106014748650884,0.18730786442756653,0.9056484375,0.48622903547116686,0.041106011526333905,0.21897167975585613,0.18701202150375124,0.05999999865889549,0.05999999865889549,0.0,0.0,
caprel0406late,123,late_release_good,1411,4.0,2026-05-30T17:41:30.976983+00:00,0.98482470703125,0.08140962767518228,0.1976964892080379,14.93443661265903,0.1905036186799407,0.6329029022701202,0.018718762803704492,0.14240263402462006,0.92391015625,0.49233767271987977,0.043765263646722785,0.2339491457752292,0.2035573929075211,0.05999999865889549,0.05999999865889549,0.0,0.0,
caprel0406late,123,late_release_good,1764,5.0,2026-05-30T18:17:05.078538+00:00,0.98786474609375,0.06806936852693085,0.16528934790264993,14.797980215814379,0.1992492252251222,0.6264554886590867,0.01877887945415245,0.11667971312999725,0.93719921875,0.4906714073131009,0.04468209029633611,0.23921884640696503,0.20577854580349392,0.05999999865889549,0.05999999865889549,0.0,0.0,
caprel0406late,123,late_release_good,2117,6.0,2026-05-30T18:51:42.647671+00:00,0.98774365234375,0.05655333028721904,0.13757467784342312,14.445944157857744,0.20636668925484022,0.6215038602314298,0.018902993424692087,0.11269679665565491,0.93136328125,0.4948746556682246,0.04599001570530827,0.24675232526801882,0.20655728900243367,0.05999999865889549,0.05999999865889549,0.0,0.0,
caprel0406late,123,late_release_good,2470,7.0,2026-05-30T19:26:28.195224+00:00,0.989466796875,0.05385477374499989,0.13182560429863988,14.471702522701687,0.20594128472582687,0.6216982584151011,0.01871551503796899,0.09864772856235504,0.9421640625,0.4935017302041016,0.04565520331795726,0.24739914727471177,0.2044478219652933,0.05999999865889549,0.05999999865889549,0.0,0.0,
caprel0406late,123,late_release_good,2823,8.0,2026-05-30T20:00:16.139899+00:00,0.99034130859375,0.05323018244512025,0.13117678631984053,14.487578921847874,0.2077592211435475,0.6209671989319816,0.018627064638874598,0.09028905630111694,0.94937109375,0.49243214076000547,0.04567084500625256,0.24803827540387238,0.2041786587427533,0.05999999865889549,0.05999999865889549,0.0,0.0,
caprel0406late,124,late_release_bad,352,1.0,2026-05-30T12:14:43.193800+00:00,0.0034072265625,0.004479527178715678,0.0046962732116558725,6.5855095310816685,0.03099482917108588,0.5772667233906095,0.020948651028678766,8.158015251159668,0.0003984375,0.9149638956028318,0.11458660863221638,0.8574471092886395,0.20333140236990793,0.05999999865889549,0.05999999865889549,0.0,0.0,
caprel0406late,124,late_release_bad,705,2.0,2026-05-30T12:44:52.210748+00:00,0.97576513671875,0.13200491631314867,0.17702600061302148,5.851524341674078,0.09933198425209239,0.6493695879739428,0.015629759442711635,0.30039066076278687,0.88719140625,0.4901013178011728,0.032777603863487166,0.18551850969356204,0.14333210294208829,0.05999999865889549,0.05999999865889549,0.0,0.0,
caprel0406late,124,late_release_bad,1058,3.0,2026-05-30T13:14:54.014606+00:00,0.98454443359375,0.08139294817570657,0.10099120949587179,4.4944329167169235,0.10979630781840237,0.6398507072812035,0.013711013452386454,0.16146066784858704,0.93034765625,0.5066139647175395,0.025566392452529972,0.13197674389396394,0.1471735636393229,0.05999999865889549,0.05999999865889549,0.0,0.0,
caprel0406late,124,late_release_bad,1411,4.0,2026-05-30T13:44:18.059588+00:00,0.98915625,0.071443768750344,0.08270595490282016,3.909903239163141,0.1192150004060259,0.6344593895806206,0.01273014028704474,0.11511746793985367,0.9482734375,0.5129701702131165,0.022060897175429597,0.1125501993127049,0.10119037022666326,0.05999999865889549,0.05999999865889549,0.0,0.0,
caprel0406late,124,late_release_bad,1764,5.0,2026-05-30T14:12:10.370563+00:00,0.99193212890625,0.06374655040128836,0.0702718763006112,3.4501036277839114,0.12190827039913052,0.6330058385455419,0.011839936871732038,0.09021174162626266,0.95832421875,0.5148877306944795,0.021621159314813596,0.11333058094457975,0.09761431860545325,0.05999999865889549,0.05999999865889549,0.0,0.0,
caprel0406late,124,late_release_bad,2117,6.0,2026-05-30T14:42:31.106739+00:00,0.99173046875,0.06600785191865667,0.06954266847894779,3.1836740071811374,0.12734170245479734,0.6290844508579799,0.011273737455392995,0.08533601462841034,0.95671875,0.5209805443882942,0.021462683636133396,0.11392211735189434,0.09756551470075335,0.05999999865889549,0.05999999865889549,0.0,0.0,
caprel0406late,124,late_release_bad,2470,7.0,2026-05-30T15:15:29.429998+00:00,0.992845703125,0.06669216773783167,0.06936814161461025,3.039076087966798,0.12753022289169685,0.6287317427377852,0.011043654828672372,0.07604161649942398,0.9629296875,0.5137025932116168,0.02093838282772118,0.11023154377286869,0.09679225134471106,0.05999999865889549,0.05999999865889549,0.0,0.0,
caprel0406late,124,late_release_bad,2823,8.0,2026-05-30T15:48:10.701249+00:00,0.99293701171875,0.0679758766902581,0.06954173535285961,2.9416625348348466,0.12906391552782484,0.6285179683140346,0.010689369909140089,0.07349629700183868,0.96300390625,0.5103686405197968,0.020370772574096918,0.10716429460675471,0.09604835510253906,0.05999999865889549,0.05999999865889549,0.0,0.0,
caprel0406late,125,late_release_good,352,1.0,2026-05-30T11:24:42.836141+00:00,0.12241162109375,0.31530118899212944,0.040139547201790034,1.2095112555793353,0.015745163600455733,0.589463642665318,0.015514375017364584,7.302462100982666,0.00075390625,0.5199154631367752,0.028311125098890257,0.16074866077138317,0.13577480921669613,0.05999999865889549,0.05999999865889549,0.0,0.0,
caprel0406late,125,late_release_good,705,2.0,2026-05-30T12:04:35.657477+00:00,0.970826171875,0.36515180666058783,0.10023034266417935,0.764321349916004,0.04664571389060704,0.6144715566483755,0.018496732715339886,0.3431317210197449,0.860984375,0.18668493760069685,0.01932394487916359,0.06277420741343309,0.0641187032063802,0.05999999865889549,0.05999999865889549,0.0,0.0,
caprel0406late,125,late_release_good,1058,3.0,2026-05-30T12:46:02.455733+00:00,0.98296240234375,0.241824604807392,0.07368006897232836,0.885712985718061,0.054400510932614526,0.5632685101221478,0.0190186080271526,0.19291628897190094,0.91637890625,0.1581030013039708,0.019962687252296343,0.065030931214255,0.07872496710883246,0.05999999865889549,0.05999999865889549,0.0,0.0,
caprel0406late,125,late_release_good,1411,4.0,2026-05-30T13:27:02.232857+00:00,0.9871533203125,0.21588729913272556,0.07826170471629926,1.301134646411926,0.06532533765430489,0.5377759176587301,0.020998539081552907,0.1410074532032013,0.9393125,0.15771819118942534,0.022800930450478242,0.07287674094180739,0.12092626662481398,0.05999999865889549,0.05999999865889549,0.0,0.0,
caprel0406late,125,late_release_good,1764,5.0,2026-05-30T14:07:44.912414+00:00,0.9905361328125,0.1741513493692591,0.07630137660141502,1.6543964145202485,0.07072364160835388,0.5224086216517857,0.021328822720707172,0.11028647422790527,0.9541171875,0.15110056652199655,0.023345445759505742,0.07499842372323785,0.12425938863602895,0.05999999865889549,0.05999999865889549,0.0,0.0,
caprel0406late,125,late_release_good,2117,6.0,2026-05-30T14:47:45.490960+00:00,0.99059716796875,0.160585641121817,0.07903010455802792,1.9980900606938772,0.07853284041352925,0.5152775295197017,0.02246168939515002,0.10281530022621155,0.95298046875,0.14982665395216335,0.025103984781289623,0.08063950210750576,0.13570880889892578,0.05999999865889549,0.05999999865889549,0.0,0.0,
caprel0406late,125,late_release_good,2470,7.0,2026-05-30T15:28:50.598168+00:00,0.9918798828125,0.15181700607377385,0.07902161525710234,2.1067290554443994,0.0794040303093396,0.5124182322668651,0.02217764046693605,0.09077707678079605,0.9606875,0.14775105246475764,0.024483894925594094,0.07759585420763682,0.1293544163779607,0.05999999865889549,0.05999999865889549,0.0,0.0,
caprel0406late,125,late_release_good,2823,8.0,2026-05-30T16:09:40.420144+00:00,0.9915615234375,0.14949157426045054,0.07963237079185626,2.118723339504666,0.08134870113257969,0.5096492464580233,0.02228790604405933,0.08935309201478958,0.960484375,0.1465489799008956,0.024718582892553912,0.0790700466771211,0.1302098168267144,0.05999999865889549,0.05999999865889549,0.0,0.0,
cap0405,123,conservative_release_good,352,1.0,2026-05-31T07:35:12.762222+00:00,0.00031298828125,0.0015128812614536387,0.0013733872026297457,3.1255634110125285,0.03474201732093379,0.5884251670231895,0.01752132650775214,8.371623039245605,0.00025390625,0.9401333587510246,0.14570021185846554,0.9239142006115307,0.2500245684669131,0.03999999910593033,0.03999999910593033,0.0,0.0,
cap0405,123,conservative_release_good,705,2.0,2026-05-31T07:56:48.802425+00:00,0.77430029296875,0.156755093337288,0.23827307736353268,5.231679176527356,0.19136204104870558,0.6547676873585534,0.020321776314328115,2.1020843982696533,0.26323046875,0.8857622592458649,0.08687041237181614,0.3569070862990523,0.37472614409431576,0.03999999910593033,0.03999999910593033,0.0,0.0,
cap0405,123,conservative_release_good,1058,3.0,2026-05-31T08:30:35.645300+00:00,0.94886669921875,0.08766162637916822,0.14845920960226702,5.199816718934074,0.21285093872852268,0.6297665853348989,0.01584721908771566,0.37988558411598206,0.72848828125,0.656858148555907,0.04349072042497851,0.22616149730507343,0.24029766567169675,0.04154461249709129,0.04154461249709129,0.0,0.0,
cap0405,123,conservative_release_good,1411,4.0,2026-05-31T09:02:20.951824+00:00,0.9666396484375,0.15897818013197845,0.26300095876176205,4.917120561713264,0.24828579557675218,0.6240030318971664,0.01755994287068172,0.23941722512245178,0.82546875,0.8719677014483346,0.05686627259655368,0.24341764351323483,0.24529414706759983,0.044962819665670395,0.044962819665670395,0.0,0.0,
cap0405,123,conservative_release_good,1764,5.0,2026-05-31T09:34:35.110158+00:00,0.97149560546875,0.16801000821093717,0.28313199939235806,5.261218164648328,0.27276219097926974,0.6184137737940228,0.018700336741786155,0.19991682469844818,0.84400390625,0.9173575327509925,0.06404472187545801,0.2659584653401186,0.24370723300509983,0.048401493579149246,0.048401493579149246,0.0,0.0,
cap0405,123,conservative_release_good,2117,6.0,2026-05-31T10:06:04.360673+00:00,0.973876953125,0.17533779439945069,0.2980381425410982,5.564447538247184,0.29396803379945813,0.6152118803962828,0.0190805172333346,0.17811191082000732,0.85609375,0.9220880054765277,0.06127574596376646,0.2485518612795406,0.24430279504685176,0.049999505281448364,0.049999505281448364,0.0,0.0,
cap0405,123,conservative_release_good,2470,7.0,2026-05-31T10:38:00.973343+00:00,0.9682099609375,0.17567299868142794,0.3000674494320438,5.749609119362301,0.2549720294034434,0.6148512704031808,0.018997832899913192,0.20462140440940857,0.80346875,0.9226024211162612,0.06102739598986412,0.2456111694198279,0.24405035896906777,0.05000000074505806,0.05000000074505806,0.0,0.0,
cap0405,123,conservative_release_good,2823,8.0,2026-05-31T11:08:45.050672+00:00,0.969220703125,0.17352005268727977,0.3007654275094706,5.896309375289887,0.2598843735066198,0.6142668648371621,0.01899987591859249,0.19566091895103455,0.8110859375,0.9236891868095549,0.06113519187691429,0.24339093705491413,0.24515480465359157,0.05000000074505806,0.05000000074505806,0.0,0.0,
cap0405,124,conservative_release_bad,352,1.0,2026-05-31T07:38:31.150207+00:00,0.00337548828125,0.004582356378835227,0.004750944844942304,2.7114930247503612,0.01787886904951717,0.5772765326121497,0.01264418767661684,8.15720272064209,0.00041015625,0.9150068007764363,0.1064804137669622,0.8581534201900164,0.1264983434525747,0.03999999910593033,0.03999999910593033,0.0,0.0,
