variant,train_step,has_pair,loss_2080ti,loss_3090,loss_abs_diff,read_topk_effective_2080ti,read_topk_effective_3090,read_topk_effective_abs_diff,read_churn_2080ti,read_churn_3090,read_churn_abs_diff,read_retention_2080ti,read_retention_3090,read_retention_abs_diff,read_top1_flip_2080ti,read_top1_flip_3090,read_top1_flip_abs_diff,read_margin_mean_2080ti,read_margin_mean_3090,read_margin_mean_abs_diff,read_selected_mass_mean_2080ti,read_selected_mass_mean_3090,read_selected_mass_mean_abs_diff,raw_topk_mass_mean_2080ti,raw_topk_mass_mean_3090,raw_topk_mass_mean_abs_diff,update_norm_mean_2080ti,update_norm_mean_3090,update_norm_mean_abs_diff,update_norm_p95_2080ti,update_norm_p95_3090,update_norm_p95_abs_diff,update_norm_max_2080ti,update_norm_max_3090,update_norm_max_abs_diff,m_norm_mean_2080ti,m_norm_mean_3090,m_norm_mean_abs_diff,m_norm_max_2080ti,m_norm_max_3090,m_norm_max_abs_diff,lambda_mean_2080ti,lambda_mean_3090,lambda_mean_abs_diff,inject_ratio_2080ti,inject_ratio_3090,inject_ratio_abs_diff,write_q_top1_mean_2080ti,write_q_top1_mean_3090,write_q_top1_mean_abs_diff,write_strength_p95_2080ti,write_strength_p95_3090,write_strength_p95_abs_diff,vq_entropy_2080ti,vq_entropy_3090,vq_entropy_abs_diff,vq_usage_max_2080ti,vq_usage_max_3090,vq_usage_max_abs_diff,vq_relative_err_mean_2080ti,vq_relative_err_mean_3090,vq_relative_err_mean_abs_diff
trace-r4-read-256,0,True,9.038745880126953,9.038745880126953,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3420845866203308,0.3420845866203308,0.0,0.03672531247138977,0.03672531247138977,0.0,0.14608624577522278,0.14608624577522278,0.0,0.08179070055484772,0.08179070055484772,0.0,0.11187998205423355,0.11187998205423355,0.0,0.204389289021492,0.204389289021492,0.0,0.06290135532617569,0.06290135532617569,0.0,0.29540905356407166,0.29540905356407166,0.0,0.05000000819563866,0.05000000819563866,0.0,0.1883331835269928,0.1883331835269928,0.0,0.30616942048072815,0.30616942048072815,0.0,0.16616804897785187,0.16616804897785187,0.0,4.158663749694824,4.158663749694824,0.0,271.2391357421875,271.2391357421875,0.0,0.9499677419662476,0.9499677419662476,0.0
trace-r4-read-256,16,True,9.03615665435791,9.036568641662598,0.0004119873046875,4.0,4.0,0.0,0.457244873046875,0.4588623046875,0.001617431640625,0.542755126953125,0.5411376953125,0.001617431640625,0.592529296875,0.6021728515625,0.0096435546875,0.372676283121109,0.37877601385116577,0.006099730730056763,0.0512780025601387,0.05019334331154823,0.0010846592485904694,0.20092010498046875,0.20069517195224762,0.00022493302822113037,0.08136147260665894,0.08194008469581604,0.0005786120891571045,0.12086880952119827,0.12153089791536331,0.0006620883941650391,0.24203936755657196,0.25198909640312195,0.009949728846549988,0.04572121798992157,0.04587098956108093,0.0001497715711593628,0.410789430141449,0.40288597345352173,0.007903456687927246,0.050352782011032104,0.05093659833073616,0.0005838163197040558,0.21674960851669312,0.21479938924312592,0.0019502192735671997,0.32784852385520935,0.32740113139152527,0.00044739246368408203,0.18107730150222778,0.18199023604393005,0.0009129345417022705,4.05387020111084,4.054765701293945,0.0008955001831054688,684.17236328125,679.8967895507812,4.27557373046875,0.7950179576873779,0.7952371835708618,0.00021922588348388672
trace-r4-read-256,64,True,8.705409049987793,8.70290756225586,0.0025014877319335938,4.0,4.0,0.0,0.49273681640625,0.496368408203125,0.003631591796875,0.50726318359375,0.503631591796875,0.003631591796875,0.6446533203125,0.646728515625,0.0020751953125,0.35896673798561096,0.3647169768810272,0.00575023889541626,0.24232029914855957,0.25268957018852234,0.010369271039962769,0.5834993720054626,0.5832352042198181,0.00026416778564453125,0.022529659792780876,0.024858053773641586,0.00232839398086071,0.11167897284030914,0.12064173817634583,0.008962765336036682,0.3819730281829834,0.3926607668399811,0.01068773865699768,0.009034564718604088,0.01001484040170908,0.000980275683104992,1.3056812286376953,1.3330239057540894,0.027342677116394043,0.008212922140955925,0.008356494829058647,0.00014357268810272217,0.005783887580037117,0.007756561040878296,0.001972673460841179,0.874610185623169,0.8742107152938843,0.00039947032928466797,0.17827633023262024,0.1858402043581009,0.007563874125480652,2.6100873947143555,2.611985445022583,0.001898050308227539,8360.951171875,8353.3779296875,7.5732421875,0.35946589708328247,0.3600730001926422,0.0006071031093597412
trace-r4-read-256,128,True,8.460652351379395,8.460063934326172,0.0005884170532226562,4.0,4.0,0.0,0.6356201171875,0.530364990234375,0.105255126953125,0.3643798828125,0.469635009765625,0.105255126953125,0.8504638671875,0.78564453125,0.0648193359375,0.8173555135726929,2.879537582397461,2.062182068824768,0.47004151344299316,0.5691930651664734,0.09915155172348022,0.7672816514968872,0.7675538063049316,0.0002721548080444336,0.00888034887611866,0.008571220561861992,0.0003091283142566681,0.05770621821284294,0.05621473491191864,0.0014914833009243011,0.4757019579410553,0.3405722379684448,0.13512971997261047,0.009493359364569187,0.008177883923053741,0.0013154754415154457,0.8787629008293152,0.7331513166427612,0.14561158418655396,0.002913024043664336,0.002547407988458872,0.00036561605520546436,0.034932103008031845,0.027651015669107437,0.007281087338924408,0.9287499189376831,0.9278028011322021,0.000947117805480957,0.09961390495300293,0.0949908047914505,0.004623100161552429,1.7007975578308105,1.7022264003753662,0.001428842544555664,11675.453125,11667.677734375,7.775390625,0.07404699176549911,0.07381847500801086,0.00022851675748825073
trace-r4-read-256,256,True,8.391023635864258,8.393014907836914,0.00199127197265625,4.0,4.0,0.0,0.1925048828125,0.079925537109375,0.112579345703125,0.8074951171875,0.920074462890625,0.112579345703125,0.3272705078125,0.2176513671875,0.109619140625,4.430191516876221,1.439192533493042,2.9909989833831787,0.7914899587631226,0.6773968935012817,0.11409306526184082,0.7989034652709961,0.79892498254776,2.1517276763916016e-05,0.013290324248373508,0.013706561177968979,0.00041623692959547043,0.07621121406555176,0.08206502348184586,0.005853809416294098,1.8502460718154907,1.3598419427871704,0.4904041290283203,0.02062758058309555,0.020028866827487946,0.000598713755607605,3.6236302852630615,3.2821526527404785,0.341477632522583,0.0018572950502857566,0.0012366044102236629,0.0006206906400620937,0.0034481529146432877,0.002169924322515726,0.0012782285921275616,0.9414714574813843,0.9407185316085815,0.0007529258728027344,0.06946184486150742,0.07355526834726334,0.00409342348575592,1.5103912353515625,1.512655258178711,0.0022640228271484375,12323.39453125,12313.86328125,9.53125,0.018987013027071953,0.019378291442990303,0.0003912784159183502
trace-r64-read-256,0,True,9.038742065429688,9.038742065429688,0.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3420845866203308,0.3420845866203308,0.0,0.12890678644180298,0.12890678644180298,0.0,0.14608624577522278,0.14608624577522278,0.0,0.08179070055484772,0.08179070055484772,0.0,0.11187998205423355,0.11187998205423355,0.0,0.204389289021492,0.204389289021492,0.0,0.06290135532617569,0.06290135532617569,0.0,0.29540905356407166,0.29540905356407166,0.0,0.05000000819563866,0.05000000819563866,0.0,0.41687947511672974,0.41687947511672974,0.0,0.30616942048072815,0.30616942048072815,0.0,0.16616804897785187,0.16616804897785187,0.0,4.158663749694824,4.158663749694824,0.0,271.2391357421875,271.2391357421875,0.0,0.9499677419662476,0.9499677419662476,0.0
trace-r64-read-256,16,True,9.036165237426758,9.036565780639648,0.000400543212890625,64.0,64.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3725171983242035,0.3784749507904053,0.005957752466201782,0.16563841700553894,0.1614951491355896,0.004143267869949341,0.20091691613197327,0.20070554316043854,0.000211372971534729,0.08172015845775604,0.08186700940132141,0.00014685094356536865,0.12141617387533188,0.12137268483638763,4.3489038944244385e-05,0.23126740753650665,0.2527484893798828,0.02148108184337616,0.04588013142347336,0.045746393501758575,0.00013373792171478271,0.41516104340553284,0.40246057510375977,0.012700468301773071,0.050583213567733765,0.05106590688228607,0.00048269331455230713,0.39358171820640564,0.3856053948402405,0.007976323366165161,0.32784444093704224,0.3274058997631073,0.0004385411739349365,0.18226850032806396,0.18176665902137756,0.0005018413066864014,4.053873538970947,4.054750919342041,0.00087738037109375,684.114990234375,679.8289794921875,4.2860107421875,0.7950204610824585,0.7952307462692261,0.00021028518676757812
trace-r64-read-256,64,True,8.70555591583252,8.703051567077637,0.0025043487548828125,64.0,64.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.36847707629203796,0.3622674345970154,0.006209641695022583,0.8997418880462646,0.8841041922569275,0.015637695789337158,0.5834821462631226,0.5832360982894897,0.0002460479736328125,0.022933829575777054,0.024237774312496185,0.0013039447367191315,0.11306354403495789,0.11810915172100067,0.005045607686042786,0.3852084279060364,0.3892990052700043,0.0040905773639678955,0.008552804589271545,0.009178227744996548,0.0006254231557250023,1.3309226036071777,1.3352336883544922,0.004311084747314453,0.008179895579814911,0.008721055462956429,0.0005411598831415176,0.018051307648420334,0.020643213763833046,0.002591906115412712,0.8745999932289124,0.8742058277130127,0.0003941655158996582,0.18005478382110596,0.18176260590553284,0.0017078220844268799,2.6101620197296143,2.611982583999634,0.0018205642700195312,8360.607421875,8353.33984375,7.267578125,0.35946938395500183,0.36006754636764526,0.0005981624126434326
trace-r64-read-256,128,True,8.460371017456055,8.459965705871582,0.00040531158447265625,64.0,64.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.6612844467163086,3.4703097343444824,0.19097471237182617,0.807803213596344,0.8833471536636353,0.07554394006729126,0.7672778964042664,0.7675778865814209,0.000299990177154541,0.008557096123695374,0.007989317178726196,0.0005677789449691772,0.055314283818006516,0.052316125482320786,0.00299815833568573,0.513166069984436,0.35182061791419983,0.1613454520702362,0.008595602586865425,0.007260317914187908,0.001335284672677517,0.7497054934501648,0.6318862438201904,0.11781924962997437,0.003298612777143717,0.0028905407525599003,0.00040807202458381653,0.03951685503125191,0.02865738980472088,0.010859465226531029,0.9287545680999756,0.9277970194816589,0.0009575486183166504,0.09375080466270447,0.08704501390457153,0.006705790758132935,1.7008037567138672,1.7021260261535645,0.0013222694396972656,11675.455078125,11667.970703125,7.484375,0.07412147521972656,0.07383077591657639,0.000290699303150177
trace-r64-read-256,256,True,8.390172004699707,8.38901424407959,0.0011577606201171875,64.0,64.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.6573848724365234,3.665931224822998,1.0085463523864746,0.8344927430152893,0.9093849658966064,0.07489222288131714,0.7988379001617432,0.7990239858627319,0.00018608570098876953,0.024363264441490173,0.008417273871600628,0.015945990569889545,0.14264236390590668,0.05021558701992035,0.09242677688598633,1.0353496074676514,0.9369839429855347,0.0983656644821167,0.025725994259119034,0.015223843976855278,0.010502150282263756,3.9813802242279053,1.9709100723266602,2.010470151901245,0.002078109420835972,0.0008436354110017419,0.00123447400983423,0.0037000016309320927,0.0015144309727475047,0.002185570658184588,0.9417098164558411,0.9406307339668274,0.0010790824890136719,0.12060639262199402,0.04773176833987236,0.07287462428212166,1.5100460052490234,1.5124802589416504,0.002434253692626953,12325.515625,12314.232421875,11.283203125,0.020357027649879456,0.018321385607123375,0.0020356420427560806
